Category,Recipe Name,Type,Ingredient,Quantity,Unit/Notes
Food - Toasts,Cheese On Toast,All,Green chilli,2 slices,
Food - Toasts,Cheese On Toast,All,Red onion,6-7 slices,
Food - Toasts,Cheese On Toast,All,COOKING: Oven grill 250°C,7-8 mins,
Food - Toasts,Cheese On Toast,All,Chilli oil (HQ mix),10ml,drizzle
Food - Toasts,Cheese On Toast,All,Fresh parsley,pinch,garnish
Food - Toasts,Mushroom On Toast,All,Sourdough bread,1 slice,brush melted butter each side. Toast flat top 1 min each side
Food - Toasts,Mushroom On Toast,All,Sliced mushrooms,150g,pan with 1 TSP oil. Cook 2-3 mins
Food - Toasts,Mushroom On Toast,All,Mixed cheddar cheese,30g,add to mushrooms
Food - Toasts,Mushroom On Toast,All,Chicken steak sauce,50g,add. Cook 60-90 secs
Food - Toasts,Mushroom On Toast,All,COOKING: Oven grill 250°C,5 mins,after placing mushroom mix on toast
Food - Toasts,Mushroom On Toast,All,Chilli oil (HQ mix),10ml,drizzle
Food - Toasts,Mushroom On Toast,All,Fresh parsley,pinch,garnish
French Toast,BATCH: French Toast Batter,Batch,French toast mix (HQ),500g,
French Toast,BATCH: French Toast Batter,Batch,Fresh milk,150ml,
French Toast,BATCH: French Toast Batter,Batch,Double cream,50ml,mix until dissolved. Strain through sieve
French Toast,BATCH: French Toast Batter,All,Bread (large loaf),3.5mm thick slices,6 pieces per loaf. Dip both sides in batter. Cook on flat top 3 mins each side medium flame with butter + 1 TSP oil
French Toast,Nutella Brownie French Toast,All,Cooked french toast,2 pcs,
French Toast,Nutella Brownie French Toast,All,Nutella sauce (half-moon on plate),spread,
French Toast,Nutella Brownie French Toast,All,Smashed brownie pieces,handful,on nutella
French Toast,Nutella Brownie French Toast,All,Chocolate flakes,sprinkle,on nutella
French Toast,Nutella Brownie French Toast,All,Mixed berries (1 strawberry halved + 1 blueberry),garnish,on plate
French Toast,Nutella Brownie French Toast,All,Blueberries,4 pcs,on toast
French Toast,Nutella Brownie French Toast,All,Strawberries (sliced),2 pcs,on toast
French Toast,Nutella Brownie French Toast,All,Blackberry,1 pc,on toast
French Toast,Nutella Brownie French Toast,All,Icing sugar,sprinkle,
French Toast,Nutella Brownie French Toast,All,Nutella sauce (2oz pot),1 pot,serve on side
French Toast,Nutella Brownie French Toast,All,Vanilla ice cream (4oz pot),1 pot,serve on side
French Toast,Raspberry & Pistachio French Toast,All,Cooked french toast,2 pcs,
French Toast,Raspberry & Pistachio French Toast,All,Pistachio dust,edges of plate,
French Toast,Raspberry & Pistachio French Toast,All,Dried raspberry dust,edges of plate,
French Toast,Raspberry & Pistachio French Toast,All,Raspberries,6 pcs,on plate
French Toast,Raspberry & Pistachio French Toast,All,Pistachio sauce,drizzle between toasts + on top,
French Toast,Raspberry & Pistachio French Toast,All,Strawberries (chopped),2 pcs,
French Toast,Raspberry & Pistachio French Toast,All,Blueberries,2 pcs,
French Toast,Raspberry & Pistachio French Toast,All,Blackberry,1 pc,
French Toast,Raspberry & Pistachio French Toast,All,Pistachio sauce (2oz pot),1 pot,serve on side
French Toast,Raspberry & Pistachio French Toast,All,Vanilla ice cream (4oz pot),1 pot,serve on side
French Toast,Lotus Biscoff French Toast,All,Cooked french toast,2 pcs,
French Toast,Lotus Biscoff French Toast,All,Lotus Biscoff crumbs,edges of plate,
French Toast,Lotus Biscoff French Toast,All,Strawberries,2 pcs,
French Toast,Lotus Biscoff French Toast,All,Blueberries,4 pcs,
French Toast,Lotus Biscoff French Toast,All,Raspberry,1 pc,
French Toast,Lotus Biscoff French Toast,All,Blackberry,1 pc,
French Toast,Lotus Biscoff French Toast,All,Lotus sauce,drizzle between toasts + on top,
French Toast,Lotus Biscoff French Toast,All,Lotus Biscoff biscuit (whole),1 pc,on top
French Toast,Lotus Biscoff French Toast,All,Icing dust + chocolate flakes,garnish,
French Toast,Lotus Biscoff French Toast,All,Vanilla ice cream (4oz pot),1 pot,serve on side
